gender,Partner,Dependents,PhoneService,tenure,MonthlyCharges
Male,No,Yes,Yes,1,49.85
Male,Yes,No,Yes,30,19.8
Male,Yes,Yes,Yes,23,99.85
Male,Yes,Yes,Yes,1,74.5
Female,Yes,No,Yes,44,104.15
Male,No,No,Yes,65,109.15
Female,No,No,Yes,7,48.2
Male,No,No,Yes,72,25.1
Female,No,No,Yes,8,100.15
Female,No,No,Yes,16,65.2
Male,Yes,Yes,Yes,66,99.5
Male,No,No,Yes,1,71.55
Male,No,Yes,Yes,3,55.9
Male,Yes,No,Yes,53,93.9
Male,Yes,No,Yes,8,64.4
Male,Yes,No,Yes,69,108.4
Female,No,No,Yes,5,85.3
Female,Yes,Yes,Yes,72,107.45
Female,Yes,No,No,13,48.75
Female,No,No,Yes,4,85.65
Female,Yes,Yes,Yes,54,91.3
Male,Yes,No,Yes,72,85.95
Male,No,No,Yes,12,106.7
Male,No,No,No,1,25.15
Male,No,No,Yes,1,45.2
Female,Yes,No,Yes,54,110.35
Male,Yes,Yes,Yes,69,79.2
Female,No,No,Yes,48,55.5
Female,Yes,Yes,Yes,48,103.25
Female,Yes,No,Yes,8,90.25
Male,Yes,Yes,Yes,71,91.25
Male,No,No,Yes,2,47.8
Male,Yes,No,Yes,67,100.9
Male,Yes,Yes,Yes,34,97.7
Female,No,No,Yes,3,69.85
Female,Yes,Yes,Yes,9,65.6
Male,Yes,Yes,Yes,71,104.65
Male,No,No,Yes,57,90.45
Male,No,No,No,72,63.7
Female,Yes,Yes,Yes,48,104.5
Male,No,No,Yes,18,20.1
Male,Yes,Yes,Yes,43,104.3
Female,Yes,Yes,Yes,72,93.25
Male,Yes,Yes,Yes,35,73.45
Male,No,No,Yes,4,20.7
Female,Yes,Yes,Yes,49,25.25
Female,Yes,Yes,Yes,71,100.5
Male,Yes,Yes,Yes,11,90.6
Male,Yes,Yes,Yes,63,89.4
Female,No,No,Yes,65,95.45
Female,No,Yes,Yes,49,20.45
Female,No,No,Yes,29,98.6
Female,Yes,No,Yes,15,83.05
Female,Yes,Yes,Yes,4,19.95
Female,Yes,No,Yes,72,109.15
Female,Yes,No,Yes,26,85.7
Female,Yes,No,Yes,35,102.05
Female,No,No,Yes,57,94.7
Male,Yes,Yes,Yes,28,64.4
Female,Yes,No,Yes,25,26.8
Female,Yes,No,Yes,47,66.05
Female,Yes,Yes,Yes,57,65.2
Male,Yes,No,Yes,16,85.05
Male,No,No,Yes,5,55.8
Male,Yes,No,Yes,17,70.4
Female,No,No,Yes,56,104.75
Male,Yes,Yes,Yes,72,19.95
Female,No,No,Yes,21,94.25
Female,Yes,Yes,No,48,45.0
Female,Yes,No,Yes,68,114.9
Female,No,No,Yes,30,106.4
Female,Yes,No,Yes,3,46.1
Female,No,No,No,14,39.7
Female,No,Yes,Yes,4,20.05
Female,Yes,Yes,Yes,71,95.75
Male,Yes,Yes,Yes,8,24.4
Male,Yes,Yes,No,61,33.6
Male,Yes,Yes,Yes,72,90.45
Female,No,No,Yes,5,84.0
Female,No,No,Yes,49,67.4
Male,No,No,Yes,8,19.7
Male,No,No,Yes,3,80.35
Male,Yes,Yes,Yes,9,19.6
Male,Yes,Yes,Yes,67,54.2
Male,No,No,Yes,46,45.2
Female,Yes,No,Yes,67,75.1
Female,Yes,No,Yes,55,19.7
Male,Yes,No,Yes,33,72.75
Male,Yes,Yes,Yes,62,20.05
Female,No,Yes,Yes,1,45.95
Male,Yes,Yes,No,49,39.2
Male,No,No,Yes,1,44.75
Male,Yes,No,Yes,14,82.65
Male,No,No,Yes,18,93.9
Female,No,No,Yes,1,70.15
Female,No,No,Yes,1,85.55
Female,Yes,No,Yes,72,117.15
Male,No,No,Yes,64,99.25
Male,Yes,No,Yes,69,112.55
Female,No,No,Yes,1,25.7
Male,Yes,Yes,Yes,71,90.3
Female,Yes,Yes,Yes,66,49.4
Male,No,No,Yes,2,19.4
Female,Yes,No,Yes,71,109.7
Male,No,No,Yes,11,61.25
Male,No,Yes,Yes,47,55.3
Female,Yes,No,Yes,35,70.3
Male,Yes,No,Yes,32,106.35
Male,Yes,Yes,Yes,60,103.75
Male,No,No,Yes,11,19.5
Female,No,No,No,29,39.5
Male,Yes,Yes,No,21,26.05
Male,Yes,No,Yes,48,91.05
Female,No,Yes,No,3,29.65
Female,Yes,Yes,Yes,43,50.2
Male,No,No,Yes,5,105.3
Female,No,No,Yes,1,55.45
Male,Yes,Yes,Yes,71,85.45
Female,Yes,Yes,Yes,8,19.8
Male,No,No,Yes,8,59.25
Male,No,No,Yes,20,90.7
Female,Yes,Yes,Yes,33,103.7
Male,No,No,Yes,71,79.05
Female,Yes,No,Yes,31,90.7
Female,Yes,No,Yes,38,95.0
Male,No,No,Yes,1,88.35
Female,Yes,Yes,No,2,30.25
Female,Yes,No,No,12,49.85
Female,No,Yes,Yes,9,93.0
Male,No,Yes,Yes,11,54.55
Male,No,Yes,Yes,6,19.7
Female,Yes,No,Yes,71,84.8
Female,Yes,Yes,Yes,42,94.45
Female,Yes,Yes,Yes,8,94.2
Female,No,No,Yes,5,96.25
Female,Yes,No,Yes,2,70.7
Female,Yes,Yes,Yes,45,20.85
Male,Yes,Yes,No,28,60.0
Female,Yes,No,Yes,43,80.45
Male,No,Yes,Yes,60,84.95
Female,Yes,No,No,42,33.55
Male,Yes,Yes,No,7,49.65
Female,Yes,No,Yes,25,20.2
Female,Yes,Yes,Yes,40,94.55
Male,No,No,Yes,27,100.5
Male,No,No,No,10,35.75
Female,No,No,Yes,27,86.45
Female,No,No,Yes,11,53.8
Male,Yes,Yes,No,4,38.55
Male,No,No,No,68,39.9
Male,No,No,Yes,1,70.05
Female,No,No,Yes,18,20.1
Female,No,No,Yes,57,112.95
Male,No,No,Yes,26,20.3
Female,Yes,No,No,17,35.65
Male,No,No,No,1,35.9
Male,No,Yes,Yes,38,99.25
Male,Yes,No,Yes,59,82.95
Male,No,No,Yes,30,55.65
Male,No,No,No,2,24.45
Female,Yes,No,Yes,50,25.2
Male,No,No,No,9,50.8
Female,Yes,Yes,Yes,3,19.65
Female,No,Yes,Yes,14,59.8
Female,No,No,Yes,31,73.55
Female,No,No,Yes,7,61.4
Female,No,No,Yes,8,103.35
Male,Yes,Yes,Yes,17,19.9
Male,Yes,Yes,Yes,32,19.45
Female,No,No,Yes,2,81.5
Male,No,No,Yes,7,84.8
Female,Yes,Yes,Yes,72,109.55
Female,No,No,Yes,31,99.95
Female,Yes,Yes,Yes,27,74.4
Female,No,No,Yes,18,90.0
Male,No,No,Yes,7,74.9
Female,No,No,Yes,14,104.85
Male,Yes,Yes,Yes,11,59.65
Female,Yes,Yes,Yes,72,110.45
Male,Yes,Yes,Yes,28,106.1
Male,No,No,Yes,15,74.2
Female,No,No,Yes,4,74.45
Female,No,No,Yes,71,24.55
Female,No,No,Yes,5,89.35
Male,Yes,Yes,Yes,47,24.55
Male,Yes,No,Yes,57,90.65
Male,Yes,No,Yes,50,105.05
Male,No,No,Yes,8,20.45
Female,Yes,Yes,Yes,48,19.55
Female,No,No,Yes,70,19.7
Male,No,Yes,Yes,1,70.45
Male,Yes,No,Yes,8,85.65
Female,No,No,Yes,1,77.15
Male,No,No,No,1,35.25
Male,Yes,Yes,Yes,60,20.55
Male,Yes,Yes,Yes,49,97.95
Male,Yes,No,No,4,48.55
Female,No,No,Yes,29,20.0
Female,Yes,No,Yes,67,25.25
Female,Yes,No,Yes,53,98.4
Male,Yes,No,Yes,67,70.9
Female,Yes,Yes,Yes,6,19.85
Female,No,No,Yes,47,106.35
Female,No,No,Yes,53,99.5
Male,Yes,No,Yes,69,84.7
Male,No,No,Yes,3,86.05
Male,No,No,Yes,4,44.55
Male,Yes,Yes,Yes,56,75.85
Male,Yes,No,Yes,59,93.85
Male,Yes,No,Yes,61,25.0
Female,Yes,No,Yes,2,45.0
Male,Yes,Yes,Yes,46,100.7
Male,Yes,Yes,Yes,12,20.5
Female,No,No,Yes,14,80.45
Female,Yes,Yes,Yes,28,90.45
Male,No,No,Yes,24,60.45
Male,No,No,Yes,31,55.25
Female,Yes,Yes,Yes,68,78.45
Male,No,Yes,Yes,39,100.55
Female,Yes,No,Yes,42,20.35
Male,Yes,No,No,13,54.45
Female,Yes,No,Yes,6,90.75
Male,No,No,Yes,35,75.35
Female,Yes,No,Yes,38,20.25
Male,No,No,Yes,18,20.05
Female,Yes,No,Yes,4,19.6
Male,Yes,No,Yes,27,53.8
Male,No,Yes,Yes,41,70.2
Male,Yes,Yes,Yes,50,75.5
Male,Yes,Yes,Yes,72,20.35
Female,No,No,Yes,70,26.05
Male,Yes,Yes,Yes,44,20.6
Male,No,No,Yes,2,75.7
Female,Yes,Yes,Yes,34,20.1
Female,Yes,No,Yes,72,24.3
Male,Yes,No,Yes,71,24.5
Female,No,No,Yes,64,110.5
Female,Yes,No,Yes,72,25.25
Male,No,No,Yes,1,74.25
Male,Yes,No,Yes,29,90.1
Female,Yes,No,Yes,23,68.75
Male,Yes,Yes,Yes,52,19.2
Female,No,No,Yes,25,89.7
Female,No,No,Yes,64,115.1
Female,No,No,Yes,16,96.4
Male,No,No,Yes,1,69.5
Male,No,No,Yes,24,99.65
Male,Yes,No,Yes,2,91.45
Female,Yes,Yes,Yes,34,84.75
Male,Yes,No,Yes,36,85.25
Male,Yes,Yes,Yes,53,78.75
Female,Yes,Yes,Yes,47,20.25
Male,No,Yes,Yes,72,19.9
Male,Yes,Yes,Yes,72,97.75
Male,No,No,Yes,1,19.4
Female,No,No,Yes,9,83.3
Female,No,No,Yes,8,80.1
Male,No,No,Yes,45,62.7
Female,No,No,Yes,7,100.4
Female,Yes,No,Yes,71,24.45
Female,No,No,Yes,41,101.1
Male,Yes,Yes,No,67,50.9
Male,Yes,No,Yes,69,107.2
Female,Yes,No,Yes,70,92.2
Male,No,No,Yes,25,25.3
Male,No,No,Yes,72,113.4
Male,Yes,Yes,No,34,40.55
Female,Yes,Yes,Yes,65,26.0
Female,No,No,Yes,70,111.95
Female,Yes,Yes,No,72,53.8
Male,No,Yes,Yes,35,72.1
Male,No,No,Yes,13,98.15
Female,Yes,No,Yes,12,78.85
Female,Yes,Yes,Yes,62,70.75
Female,No,No,Yes,25,76.15
Female,No,No,No,52,39.1
Male,No,No,Yes,8,69.95
Male,No,No,Yes,2,20.05
Female,Yes,Yes,Yes,56,20.05
Female,No,No,Yes,12,19.45
Female,Yes,No,Yes,47,26.9
Male,No,No,Yes,2,19.2
Female,No,No,Yes,18,50.0
Female,No,No,Yes,8,60.0
Male,Yes,No,Yes,45,84.55
Male,No,No,Yes,3,45.45
Female,No,No,Yes,38,20.05
Male,Yes,No,Yes,72,115.55
Male,No,No,Yes,46,93.7
Female,Yes,Yes,Yes,71,99.0
Male,Yes,Yes,No,66,50.55
Male,No,No,Yes,25,105.95
Male,No,No,Yes,18,82.0
Female,Yes,Yes,Yes,13,25.0
Female,Yes,Yes,Yes,65,91.55
Male,Yes,No,Yes,60,95.75
Male,Yes,Yes,Yes,15,19.35
Female,Yes,No,Yes,72,24.85
Male,Yes,No,Yes,30,94.05
Female,Yes,Yes,Yes,42,100.4
Female,Yes,No,Yes,71,25.0
Female,No,No,Yes,1,54.75
Male,No,No,Yes,39,95.65
Female,No,No,Yes,35,19.25
Female,Yes,Yes,Yes,53,108.25
Female,No,No,Yes,1,94.6
Female,Yes,Yes,Yes,31,98.9
Male,No,No,Yes,48,20.15
Female,No,Yes,Yes,30,101.3
Male,No,No,Yes,10,20.0
Female,No,Yes,Yes,12,105.3
Female,No,No,Yes,57,69.85
Female,Yes,No,Yes,58,65.25
Female,No,No,Yes,37,19.8
Female,Yes,Yes,Yes,44,19.6
Male,No,Yes,Yes,27,20.05
Female,No,No,Yes,8,49.4
Male,No,No,Yes,3,76.05
Female,Yes,No,Yes,25,88.4
Female,Yes,Yes,Yes,57,100.6
Female,No,No,Yes,12,19.45
Female,Yes,Yes,Yes,62,20.3
Female,Yes,No,Yes,65,107.65
Female,Yes,No,Yes,71,80.45
Female,Yes,Yes,Yes,21,58.85
Male,Yes,No,Yes,71,109.6
Female,No,No,Yes,7,75.15
Female,No,No,Yes,72,73.0
Female,No,No,Yes,1,70.1
Female,Yes,Yes,Yes,72,98.65
Female,Yes,Yes,Yes,64,111.45
Female,No,No,Yes,72,114.9
Female,No,No,Yes,29,100.55
Female,No,No,Yes,13,20.4
Female,No,No,Yes,31,104.35
Male,No,No,Yes,1,69.75
Male,Yes,Yes,No,7,34.5
Male,Yes,No,Yes,61,105.55
Female,No,Yes,No,39,30.1
Male,Yes,No,Yes,10,70.3
Female,Yes,Yes,Yes,14,80.45
Female,No,No,Yes,1,80.2
Female,Yes,Yes,Yes,67,94.35
Female,No,No,Yes,72,91.35
Male,Yes,Yes,Yes,6,44.6
Female,No,No,Yes,1,19.6
Male,Yes,Yes,Yes,25,19.9
Female,No,No,Yes,33,110.45
Male,No,No,Yes,18,68.35
Male,Yes,No,Yes,71,79.1
Male,Yes,Yes,Yes,28,51.0
Female,No,Yes,Yes,2,80.55
Male,Yes,Yes,Yes,17,66.7
Male,No,No,Yes,56,86.4
Female,Yes,No,No,60,50.05
Female,No,No,Yes,33,25.7
Female,No,No,Yes,1,83.4
Male,No,No,Yes,2,70.7
Male,Yes,No,Yes,63,84.65
Male,Yes,No,Yes,7,99.25
Female,No,No,Yes,55,64.75
Female,Yes,No,Yes,65,100.15
Male,Yes,No,Yes,1,84.8
Male,No,No,Yes,63,25.25
Female,Yes,No,Yes,70,113.0
Female,Yes,Yes,No,36,40.65
Male,No,No,Yes,52,105.0
Male,No,No,Yes,22,54.45
Male,No,No,Yes,22,94.95
Female,No,No,Yes,5,59.9
Female,Yes,No,Yes,47,85.3
Female,No,No,Yes,33,83.35
Male,No,No,No,18,33.5
Female,No,No,Yes,1,19.8
Male,No,No,Yes,56,81.8
Female,No,No,Yes,2,20.0
Male,No,No,Yes,35,59.6
Female,Yes,No,Yes,64,25.0
Female,No,No,Yes,15,84.35
Male,No,No,Yes,24,90.35
Male,No,No,Yes,1,55.55
Female,Yes,Yes,Yes,70,75.35
Male,Yes,No,Yes,1,90.75
Female,No,Yes,Yes,4,89.6
Female,No,No,Yes,39,59.3
Female,No,No,Yes,29,66.1
Female,Yes,Yes,Yes,14,18.8
Female,No,No,Yes,61,86.45
Male,No,Yes,Yes,13,52.1
Female,No,No,No,66,47.4
Male,No,No,No,2,49.25
Female,Yes,No,Yes,59,109.15
Male,Yes,Yes,Yes,62,94.95
Male,Yes,No,Yes,33,93.55
Male,No,Yes,Yes,66,79.5
Female,No,No,Yes,72,115.05
Male,No,Yes,Yes,1,19.75
Female,No,No,Yes,19,95.15
Female,Yes,Yes,Yes,51,95.15
Male,No,No,Yes,63,105.4
Male,No,No,Yes,27,20.1
Male,No,No,Yes,22,101.35
Female,No,No,Yes,4,20.05
Male,Yes,Yes,Yes,42,20.7
Female,No,No,Yes,29,20.35
Female,No,No,Yes,4,70.05
Male,No,No,Yes,30,19.7
Male,Yes,No,Yes,4,74.65
Male,Yes,Yes,Yes,71,85.45
Male,Yes,No,No,46,40.4
Male,No,No,Yes,4,50.4
Female,No,No,Yes,7,79.65
Male,No,No,Yes,69,105.2
Female,Yes,No,Yes,72,100.65
Male,No,No,Yes,19,79.85
Male,No,No,Yes,28,91.0
Male,Yes,No,Yes,5,78.75
Female,Yes,No,Yes,72,116.75
Male,Yes,Yes,Yes,8,80.45
Female,No,No,Yes,7,59.1
Female,No,No,Yes,22,49.8
Male,No,No,Yes,72,19.3
Male,Yes,Yes,Yes,8,19.65
Male,Yes,No,Yes,52,81.4
Female,No,No,No,68,38.9
Female,Yes,No,Yes,71,87.95
Male,No,No,Yes,2,19.85
Female,No,No,Yes,34,96.35
Female,No,No,No,35,24.15
Female,Yes,Yes,Yes,61,19.1
Male,No,No,Yes,1,44.0
Female,No,No,Yes,1,50.1
Female,Yes,Yes,Yes,53,60.6
Female,Yes,No,Yes,72,25.65
Male,Yes,No,Yes,2,76.4
Male,No,No,Yes,3,98.7
Female,No,No,Yes,13,100.8
Male,Yes,No,No,41,53.95
Female,Yes,No,Yes,24,20.4
Female,Yes,Yes,Yes,28,90.1
Male,No,No,No,8,29.35
Male,No,No,Yes,1,20.45
Female,No,No,Yes,54,95.1
Male,No,No,Yes,41,25.25
Female,Yes,No,Yes,19,44.9
Female,Yes,Yes,Yes,72,92.65
Male,No,No,No,62,43.7
Female,Yes,Yes,Yes,56,72.6
Male,No,No,Yes,15,51.55
Male,No,No,Yes,10,79.25
Male,Yes,Yes,Yes,32,18.95
Male,No,No,Yes,21,20.5
Male,Yes,Yes,Yes,62,19.95
Female,No,No,No,2,24.5
Male,No,Yes,Yes,27,20.6
Male,No,No,Yes,5,94.85
Female,No,No,No,25,61.05
Female,No,No,Yes,2,85.7
Male,No,No,Yes,49,106.65
Female,No,No,Yes,63,108.25
Female,No,Yes,Yes,4,20.4
Female,Yes,No,Yes,1,55.3
Male,No,No,Yes,11,20.25
Male,No,No,Yes,52,72.95
Female,Yes,No,Yes,60,89.45
Male,No,No,Yes,64,104.65
Female,Yes,Yes,Yes,43,75.2
Female,Yes,No,Yes,61,101.15
Female,No,No,Yes,1,44.4
Male,No,No,Yes,5,89.5
Male,No,No,Yes,66,68.75
Male,Yes,No,Yes,67,111.05
Female,Yes,No,Yes,42,99.0
Male,Yes,No,Yes,1,86.05
Female,Yes,Yes,Yes,31,21.0
Male,No,No,Yes,7,19.4
Male,No,No,No,4,44.55
Male,Yes,Yes,Yes,34,77.2
Male,No,No,Yes,3,19.45
Female,Yes,Yes,No,19,24.85
Male,Yes,Yes,No,31,35.4
Female,No,No,Yes,1,95.65
Male,No,No,No,3,41.35
Male,Yes,No,Yes,46,19.6
Female,No,No,Yes,1,20.95
Female,Yes,Yes,Yes,69,84.45
Male,No,No,Yes,5,20.25
Male,No,No,Yes,1,19.65
Male,No,No,Yes,26,20.65
Female,No,No,No,10,34.7
Male,No,No,Yes,25,99.3
Male,Yes,Yes,Yes,64,81.05
Male,Yes,Yes,Yes,30,67.6
Male,No,No,Yes,13,70.15
Female,Yes,No,Yes,64,115.0
Female,No,Yes,Yes,46,84.8
Female,No,No,Yes,12,19.7
Female,No,No,Yes,15,19.75
Male,Yes,Yes,Yes,17,92.55
Female,Yes,Yes,Yes,13,63.15
Female,Yes,Yes,Yes,67,74.0
Male,Yes,No,No,24,29.1
Male,No,No,Yes,6,50.05
Male,Yes,No,Yes,53,60.05
Male,Yes,No,Yes,16,74.3
Male,No,No,Yes,10,20.0
Female,No,No,Yes,13,74.65
Male,No,No,Yes,9,85.35
Female,No,No,Yes,25,74.3
Male,No,No,No,7,44.4
Male,Yes,Yes,Yes,38,85.4
Female,Yes,No,Yes,43,94.1
Female,No,Yes,Yes,4,98.1
Female,No,No,Yes,25,108.9
Male,No,Yes,Yes,27,56.2
Male,Yes,Yes,Yes,72,26.1
Male,No,Yes,Yes,71,85.45
Female,No,No,Yes,24,88.95
Female,No,No,Yes,50,109.65
Male,No,No,Yes,57,74.35
Female,No,No,Yes,15,48.85
Male,No,No,Yes,4,80.1
Female,No,No,Yes,28,56.05
Female,No,No,Yes,9,74.55
Female,Yes,No,Yes,55,89.8
Male,No,No,Yes,3,100.95
Male,No,No,Yes,10,94.9
Male,No,Yes,Yes,55,19.1
Female,Yes,Yes,Yes,20,20.35
Female,Yes,Yes,Yes,62,106.05
Male,Yes,No,Yes,32,104.9
Female,No,No,Yes,43,19.65
Male,Yes,No,No,9,24.1
Female,Yes,No,Yes,60,59.85
Male,Yes,No,Yes,58,86.1
Male,No,Yes,Yes,7,19.45
Male,Yes,Yes,Yes,2,97.1
Male,No,No,No,37,36.65
Female,Yes,Yes,Yes,65,103.9
Female,Yes,Yes,Yes,39,19.75
Male,Yes,No,Yes,66,104.05
Male,No,No,Yes,68,24.55
Female,Yes,Yes,No,62,48.7
Male,No,No,Yes,3,88.35
Female,Yes,No,Yes,72,109.55
Female,Yes,No,Yes,41,20.65
Male,Yes,Yes,Yes,29,94.65
Female,No,No,Yes,4,55.2
Male,No,No,Yes,53,24.05
Male,Yes,No,Yes,1,74.4
Female,Yes,Yes,Yes,41,79.9
Male,Yes,No,Yes,39,20.45
Male,Yes,No,Yes,63,19.25
Male,No,No,Yes,15,26.35
Female,Yes,No,Yes,13,43.8
Male,No,No,Yes,1,50.15
Male,No,No,Yes,1,20.45
Male,No,No,Yes,8,69.7
Male,No,No,Yes,60,61.4
Female,Yes,No,Yes,12,98.1
Male,Yes,No,Yes,40,70.75
Female,No,No,Yes,66,61.15
Male,Yes,Yes,Yes,42,20.25
Female,No,No,Yes,66,63.85
Male,No,No,Yes,49,98.7
Female,No,No,Yes,1,20.5
Female,No,No,Yes,41,20.0
Female,Yes,Yes,Yes,41,19.3
Female,Yes,Yes,Yes,23,84.4
Male,No,No,No,3,25.1
Female,No,No,No,4,48.25
Female,Yes,Yes,Yes,52,19.85
Female,Yes,No,Yes,4,99.6
Female,No,No,Yes,11,94.2
Female,Yes,No,Yes,2,62.15
Female,Yes,No,Yes,26,79.3
Male,Yes,Yes,Yes,24,56.25
Female,No,No,Yes,12,20.3
Male,Yes,No,Yes,60,99.0
Female,Yes,Yes,Yes,64,90.6
Male,Yes,No,Yes,66,85.9
Female,No,No,Yes,60,79.2
Male,Yes,Yes,Yes,17,70.35
Male,Yes,Yes,Yes,42,19.35
Male,No,No,Yes,1,50.15
Female,Yes,Yes,Yes,47,63.8
Female,Yes,No,Yes,10,20.55
Male,Yes,No,Yes,70,88.55
Male,No,No,Yes,67,101.4
Female,No,No,Yes,1,81.95
Male,Yes,No,Yes,7,69.35
Male,No,No,Yes,1,44.6
Male,No,No,Yes,4,63.75
Female,Yes,Yes,Yes,66,109.25
Female,No,No,Yes,12,84.6
Female,No,No,Yes,24,20.45
Male,No,No,Yes,26,85.75
Female,No,No,Yes,6,91.1
Male,Yes,No,Yes,57,107.95
Male,Yes,No,Yes,14,86.1
Female,Yes,Yes,Yes,42,22.95
Male,No,No,Yes,25,94.7
Female,Yes,No,Yes,64,19.45
Male,Yes,No,Yes,22,85.1
Male,No,No,Yes,19,19.7
Female,Yes,Yes,Yes,61,99.15
Male,Yes,No,Yes,22,87.0
Male,Yes,No,Yes,70,102.95
Male,No,No,Yes,12,79.95
Female,Yes,No,Yes,31,64.0
Female,No,No,Yes,11,64.9
Male,Yes,Yes,Yes,68,25.75
Female,Yes,Yes,Yes,72,90.15
Male,No,No,Yes,67,116.1
Female,No,No,Yes,60,104.95
Male,No,No,Yes,1,45.05
Female,No,Yes,Yes,1,71.0
Male,Yes,Yes,No,58,50.0
Female,Yes,Yes,Yes,47,70.55
Female,No,No,Yes,1,79.7
Male,No,No,Yes,1,20.45
Male,No,No,Yes,22,59.0
Female,No,No,Yes,48,60.35
Female,Yes,No,Yes,37,19.85
Male,No,No,Yes,13,19.95
Male,No,No,Yes,43,26.45
Female,No,No,No,6,63.4
Male,No,No,No,71,53.95
Female,Yes,Yes,Yes,1,69.25
Female,Yes,Yes,Yes,72,95.1
Female,No,No,Yes,6,74.1
Male,Yes,Yes,No,12,35.5
Male,No,No,Yes,25,70.95
Female,Yes,No,Yes,21,79.2
Female,Yes,Yes,Yes,6,48.8
Male,Yes,No,Yes,20,89.0
Male,Yes,No,Yes,18,99.4
Female,No,No,Yes,43,55.45
Female,Yes,Yes,Yes,35,25.4
Female,No,No,Yes,1,73.5
Male,Yes,No,Yes,32,93.5
Male,No,No,No,52,63.9
Male,No,No,Yes,32,64.85
Female,Yes,Yes,No,72,63.8
Male,No,No,No,51,44.45
Male,Yes,Yes,Yes,68,19.95
Male,Yes,No,No,8,43.35
Male,Yes,No,No,49,49.65
Female,Yes,No,Yes,72,85.1
Male,No,No,Yes,9,95.5
Female,Yes,No,Yes,28,92.35
Male,No,No,Yes,54,89.8
Male,No,No,Yes,11,74.55
Female,Yes,Yes,Yes,50,103.05
Female,Yes,No,Yes,69,116.0
Male,No,No,Yes,1,69.9
Male,Yes,Yes,Yes,68,95.1
Male,No,Yes,No,40,40.25
Male,Yes,Yes,Yes,31,25.75
Female,No,Yes,Yes,33,105.35
Male,Yes,No,Yes,55,113.6
Male,Yes,Yes,Yes,68,24.0
Female,Yes,Yes,Yes,12,19.4
Male,Yes,No,Yes,71,86.1
Male,No,No,Yes,40,102.65
Female,Yes,Yes,Yes,64,92.85
Male,Yes,No,Yes,53,97.75
Male,No,No,Yes,12,83.8
Male,No,No,No,53,54.45
Male,Yes,No,Yes,72,97.95
Male,No,No,Yes,46,19.95
Male,No,No,Yes,40,24.6
Male,No,No,No,12,50.95
Male,No,No,Yes,9,75.6
Female,Yes,Yes,Yes,51,80.75
Male,Yes,Yes,Yes,49,90.4
Male,Yes,No,Yes,41,99.8
Female,No,No,Yes,56,60.25
Male,No,No,Yes,4,20.2
Male,Yes,No,Yes,20,64.15
Female,Yes,Yes,Yes,26,20.25
Female,Yes,Yes,Yes,20,105.85
Female,No,No,Yes,7,75.45
Male,No,No,Yes,7,93.85
Male,No,No,Yes,51,99.0
Female,No,No,Yes,4,80.3
Female,No,No,Yes,1,19.55
Male,Yes,Yes,Yes,27,100.75
Male,No,No,Yes,22,100.75
Male,No,No,Yes,12,53.75
Female,Yes,Yes,No,3,31.0
Female,Yes,Yes,Yes,34,25.6
Male,Yes,No,Yes,24,58.35
Male,No,No,Yes,51,80.0
Female,No,No,No,14,46.35
Male,Yes,No,Yes,59,113.75
Male,No,No,Yes,3,90.4
Female,Yes,Yes,Yes,65,109.3
Male,No,No,Yes,5,70.25
Female,Yes,Yes,Yes,59,90.3
Male,Yes,Yes,No,72,65.25
Female,Yes,Yes,Yes,62,100.15
Male,No,No,Yes,28,94.5
Male,No,No,Yes,3,60.65
Male,No,Yes,Yes,19,24.1
Male,No,No,Yes,1,19.5
Male,No,No,Yes,24,85.95
Male,No,No,Yes,57,53.5
Female,No,No,Yes,72,25.45
Male,No,No,Yes,67,20.5
Male,Yes,Yes,Yes,52,20.85
Male,Yes,Yes,Yes,71,89.9
Female,Yes,No,Yes,26,26.0
Female,No,No,Yes,35,113.2
Female,Yes,Yes,Yes,55,69.05
Female,Yes,Yes,Yes,33,20.1
Male,Yes,No,Yes,72,109.65
Male,No,Yes,Yes,1,19.2
Male,No,No,No,10,33.9
Female,Yes,No,Yes,37,90.0
Male,No,No,No,12,34.0
Male,Yes,Yes,Yes,1,20.4
Male,Yes,No,No,62,38.6
Female,No,No,No,1,25.25
Female,No,No,Yes,18,60.6
Male,Yes,No,Yes,69,89.95
Male,No,No,Yes,2,74.75
Male,Yes,Yes,Yes,19,20.6
Male,No,No,Yes,12,84.45
Male,No,No,Yes,9,20.4
Male,No,No,Yes,27,81.7
Male,No,Yes,Yes,27,79.5
Male,Yes,Yes,Yes,1,89.15
Female,No,No,Yes,24,20.3
Male,No,No,Yes,14,74.95
Female,No,No,Yes,32,74.4
Female,No,No,Yes,11,20.0
Male,No,No,Yes,1,25.0
Male,No,Yes,Yes,38,80.45
Female,Yes,Yes,Yes,9,19.75
Male,Yes,Yes,Yes,54,65.65
Female,No,No,Yes,29,71.0
Male,Yes,No,Yes,44,89.2
Male,Yes,Yes,Yes,59,86.75
Female,No,No,Yes,3,55.3
Female,Yes,Yes,Yes,18,61.5
Male,No,No,Yes,67,25.1
Female,Yes,Yes,Yes,22,55.15
Male,No,Yes,No,33,34.05
Male,No,No,Yes,5,19.95
Female,No,No,Yes,2,19.95
Male,Yes,Yes,Yes,72,89.7
Male,No,Yes,Yes,9,20.4
Male,Yes,Yes,Yes,67,26.3
Female,Yes,No,Yes,16,84.95
Female,No,No,Yes,8,20.7
Male,No,No,No,5,43.25
Male,Yes,Yes,Yes,23,48.35
Male,No,No,Yes,1,79.55
